20
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 - 1
0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 - 1к
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 - 2
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 - 2к
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 - 3
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 - 3к
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 - 4
0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 - 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 - 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 - 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 - 7к
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 - 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 - 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 - 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 - 10к
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 - 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 - 11к
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 - 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 - 12к
1 1 1 12 12 10 10 3 5 8 1 1 10 3 4 4 4 4 1 1
